text,IsToxic,IsAbusive,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsThreat,IsReligiousHate,IsNationalist,IsSexist
thank finally powerful voice truth black community black killing perpetrated black part even black murder nonblacks not directed innocent black citizen rather drug gang related donald trump star parker hope aware peggy hubbard comment address issue honestly need seat table m hubbard trump campaign administration race monger like obama eric holder pelosi reid jessie jackson al sharpton naacp congressional black caucus congressional democrat ethnicity level government mainstream medium conspired last year turn viable black community governmentdependent ghetto knowingly advancing false narrative systemic white conservative racism perhaps greatest accomplishment destruction black nuclear family seventytwo percent black child born single mother get married limit number child obama progressive gladly extort taxpayer money take care illegitimate child exchange guaranteed vote keep power master plan policy insures generation newly created disaffected dysfunctional adult necessarily become democratic voter race hustler mentioned reacted way black black killing could go neighborhood power wipe gang minimize drug use give community real “hope” “change” never happen need black community dependent feel hopeless order maintain power control living good life back people deceiving thinking care think – purveyor lie damn lie could not make race issue past year would get “real” job like rest u,False,False,False,False,False,False,False,False,False,False
thanks voice sanity black community peggy,False,False,False,False,False,False,False,False,False,False
guy hired idiot,True,True,False,False,False,False,False,False,False,False
bored stupid kid,True,True,False,False,False,False,False,False,False,False
ran everyone,True,True,True,False,False,False,False,False,False,False
sure avoid getting guy taxi cab,False,False,False,False,False,False,False,False,False,False
upset court ruling ur upset close whole freeway go main cause airline ticket america freedom speech active right,False,False,False,False,False,False,False,False,False,False
scroll comment see bunch racist comment look trump supporter sits patiently hate ok seriously lot people saying wrong say “yeah kinda is” people saying “ it’s they’re black” think african american people innocent nothing wrong,False,False,False,False,False,False,False,False,False,False
united shit america collapsing good,True,False,False,False,True,True,False,False,True,False
great video although wish wouldve focused shit police thing keeping rioter supporter complete idiot,True,True,False,True,False,False,False,False,False,False
think kill,True,True,False,False,False,False,False,False,False,False
not dude got knocked phone stolen ferguson,False,False,False,False,False,False,False,False,False,False
cia agent provocateur operative kickstart riot new american civil war not african american rehearsed ebonics transparent,False,False,False,False,False,False,False,False,False,False
also love show picture brown angel not tug,True,False,False,False,True,True,False,False,False,False
saying minute could easily rap call duty white kid play btw pretty sure eminem sum white lyric go racism,False,False,False,False,False,False,False,False,False,False
mike brown father made say boooshit,True,True,False,True,False,False,False,False,False,False
dear peggy please mother run president,False,False,False,False,False,False,False,False,False,False
actually shout fire crowded theater christopher hitchens demonstrated talk free speech look interviewee correct cop serve public not way around consistent serving public police department represent public race ethnicity rank hire bunch big tough black guy police department fewer black shot death puny white guy felt humiliated got bitch slapped teenager,True,True,False,True,False,False,False,False,False,False
everyone want next mlk issue not problem u anymore require another mlk,False,False,False,False,False,False,False,False,False,False
guy idiot best lost already bozo,True,True,False,False,False,False,False,False,False,False
man intelligence average black man cannot comprehend like dog trying figure man make house,True,False,False,False,True,True,False,False,False,False
real strong black woman not afraid speak truth,False,False,False,False,False,False,False,False,False,False
white racist always comment section glad white exterminated another year no white peace earth,True,False,False,False,True,True,False,False,False,False
corrupt police harmed not safe defend self fighting back shooting dead get will ready cause catalyst fact citytowngovernmentusa catalyst pot boiling many year generation bring equalizer door step also purge feel effect,True,True,True,False,False,False,True,False,False,False
robbing store big man play fire get burnt police job,False,False,False,False,False,False,False,False,False,False
stuff like one reason people associate violence danger black people,True,False,False,False,True,True,False,False,False,False
ram prick,True,True,True,False,False,False,False,False,False,False
youtube comwatchvyfbbtdvhg research not come across information white construction worker witnessed mike brown shot hand,False,False,False,False,False,False,False,False,False,False
tellin fact steal swisher sweet value lifejust admit racist quit bunch faggott bitch,True,True,False,False,False,False,False,False,False,False
people seen mississippi burning way many damn time,False,False,False,False,False,False,False,False,False,False
good one stefan,False,False,False,False,False,False,False,False,False,False
run,True,True,False,False,False,False,True,False,False,False
update apologize fair report,False,False,False,False,False,False,False,False,False,False
kid would beat shit,True,True,True,True,False,False,False,False,False,False
someone say way black people behave no wonder ferguson shitty place black people u fucking lazy saying countless example life grandmother got black house nurse bitch nothing day grandmother complained agency sent different woman not black cleaned entire house hour mom work hospital nurse black co worker constantly nothing lazy not black people like one best friend black like like brother fuck expect get everything want ancestor slave well hitler killed ancestor see sagging pant cry like stupid bitch like stupid black people inequality representation probably black people generally lazy lack skill required hold position household income tie previous point lazylacking skill lower income job dropout rate school need taken black people ferguson hold high paying job not even graduate fucking high school worse healthcare tied low income money better doctor inequality enforcement give one completely unfair however looking black officer frisk mostly black people well hmmmm interesting maybe,True,True,True,True,True,True,False,False,False,False
nigga love victim situation separate black people need,True,False,False,False,True,True,False,False,False,False
someone get milk,False,False,False,False,False,False,False,False,False,False
dumb mf,True,True,False,True,False,False,False,False,False,False
basically talking black life matter guess looting rioting take place asshole whose robbed druged community hit point cnn belief police brutality want reform know there racism also know nobody going take fucking second look black right till black people take stand self destruction,False,False,False,False,False,False,False,False,False,False
need shoot racist fucktards,True,True,False,True,False,False,False,False,False,False
hope god guy still not falling ol banana tailpipe bullshit news giving,True,True,False,False,False,False,False,False,False,False
please slow cant tell sped m scully talking really quickly great video great information little fast,False,False,False,False,False,False,False,False,False,False
know crazy actually came across video bitcoin trying learn knew looked familiar took time look mike brown personal profile specifically soundcloud think guilty representing wrong light maybe stealing still not deserve die fact white people like continued insinuate ridiculous show clear lack empathy sympathy seems like animal think especially offensive looking back video year later hiphop rnb black culture biggest thing medium still dont understand perspective say trayvon martin making lean video show ignorant truly well sprite fanta carbonated drink used making leannot tea,True,False,False,False,True,True,False,False,False,False
obviously rapping not crime face indicative poor character aesop rock rap not rap murdering people beating shit people fun rap stuff stuff speaks volume character want perceived world absolutely relevant,False,False,False,False,False,False,False,False,False,False
peggy love video use stand black life matter using excuse get away crime know lot good black would like voice heard voice silenced nationwide uproar black life matter afraid say something could next victim,False,False,False,False,False,False,False,False,False,False
word provocateur,False,False,False,False,False,False,False,False,False,False
least favorite test tube video far,False,False,False,False,False,False,False,False,False,False
couple thing missed side argument firstly yes guy dead dead crime sceneof course not cover body secondly officer seems not called incident based multiple source odd addition make no excuse strong armed robberybut not understand money weed need rob cigar regardless not excuse getting shot street even ignore eyewitness account assume lying shot blatantly excessive lastly admit rapping not law mentioned rapped not law thing come close smoking marijuana course legal state getting fight teenager always,False,False,False,False,False,False,False,False,False,False
protester throwing stuff reporter,False,False,False,False,False,False,False,False,False,False
run,True,True,True,False,False,False,False,False,False,False
run,True,True,True,False,False,False,False,False,False,False
shocking truth come light,False,False,False,False,False,False,False,False,False,False
someone please turn autotune rap song stefan molyneux please,False,False,False,False,False,False,False,False,False,False
awesome woman,False,False,False,False,False,False,False,False,False,False
major difference zimmerman case one shooter zimmermans name not withheld taken custody news medium able document zimmermans injury immediately case handled horribly lack immediate transparency even everything true po questioned coverup also community history police abuse missing video alleged abuse occurred response medium peaceful protester also showed complete lack understanding escalation unlike authority dealing potential zimmerman looting riot pd case attacked protester rather station near looting target protect business criminal always take opportunity distraction like storm blackout protest loot authority know know great propaganda protester seen cause looting rather pd failed protect business also illustrates nd amendment valuable business owner depended pd protection got looted business owner depended right bear arm not looted,False,False,False,False,False,False,False,False,False,False
tip hat class lady well spoken,False,False,False,False,False,False,False,False,False,False
people not realize blocking road pissing people not get people onto side,False,False,False,False,False,False,False,False,False,False
alright entire case crap people saying white people racist calling bad name racist would like call u extensive investigation prove boy death self defense however not defending whole kkk thing defending helpless citizen ferguson boy died not care white black care people ferguson treating town really cared incident would hold memorial express feelingsthis not helping get justice really matter boy dead something done grand jury decided,False,False,False,False,False,False,False,False,False,False
dont like generalization used rant main point right chris rock said best black people niggaz nigga morn killer got gunned street black person mourns loss innocent human life little girl got murdered based comment black nigga ratio dropping,True,False,False,False,True,True,False,False,False,False
heard billionaire funded organised riot fucken suck joke,True,True,False,True,False,False,False,False,False,False
whether right wrong michael brown case nothing left wing policy please stop conflating issue,False,False,False,False,False,False,False,False,False,False
showed violent protest,False,False,False,False,False,False,False,False,False,False
peggy hubbard president,False,False,False,False,False,False,False,False,False,False
believe whatever wanna believe not care say bassem masri idiot,True,True,False,False,False,False,False,False,False,False
holy shit thought trayvon martin supporter imbecile michael brown clown must dope,True,True,False,False,False,False,False,False,False,False
policing problem protested caused black criminal let u not forget blame address elephant room,True,False,False,False,True,True,False,False,False,False
ahhhhhhhi love country,False,False,False,False,False,False,False,False,False,False
vile cunt,True,True,False,False,False,False,False,False,False,False
tear gas geneva convention hahahahahahahah,True,True,True,False,False,False,False,False,False,False
agree said cannot trust police not arrest crooked pedophile protecting treasonous politicans thing military people,True,True,True,False,False,False,False,False,False,False
blacklivesdontmatter,True,False,False,False,True,True,False,False,False,False
cnn youse guy going far tell bad going happen bad going benefit not care much money ellen better like rest careful put put russia careful kid,False,False,False,False,False,False,False,False,False,False
obama saying exactly lady saying instead defending thug clean language however,True,False,False,False,True,True,False,False,False,False
stefan excellentyou obviously better understanding event surrounding unfortunate event presidenti call unfortunate officer wilson life destroyed job fear police hesitate finding rapidly growing situation thank indepth honest dissertation tom kelver seek help go back school get drug,True,True,False,False,False,False,False,False,False,False
omg putting telling truth hard true,False,False,False,False,False,False,False,False,False,False
man stefan,False,False,False,False,False,False,False,False,False,False
people would take step back not make case not anyone except two people situation lump mess take matter hand make kind protest selfish without rational thought investigation guy video heavily emotional hyped want heard get heard press never reasonable discussion kudos smerconish keeping level whole time letting masri make fool dare tore city protest make dishonor entire incident hate way since police brutality become epidemic wish everyone would stop pretending like knew exactly going no measurable amount people honestly witnessed incident none u clue way whole issue swung grand jury informed trust majority rule right course action let also thank police officer america actually serve protect even bit jerk pull respect job know someone many people going pout held accountable action people hate police need officer two around emergency,False,False,False,False,False,False,False,False,False,False
pepper spray create dangerous situation motorist get put jail isn’t peaceful protest infringing upon citizen right move freely cannot due blockade called protestors creating dangerous situation,False,False,False,False,False,False,False,False,False,False
stefan molyneux not give rounded view simply wanted use old tired ploy discrediting michael brown no sane person would believe officer wilson perfect angelic white man no person exists not privy questionable characteristic cop rest assure human nature spite brown smoking weed stealing blunts even rapping bitch gun etc not justify someone unarmed shot many time desensitized culture hip hop white people also monetarily benefited,False,False,False,False,False,False,False,False,False,False
burn tear gas oc pepper spray,False,False,False,False,False,False,False,False,False,False
smirconnish evenhanded guy world guy masri idiot,True,True,False,False,False,False,False,False,False,False
dont understand black community want rally behind wanna thug video guy robbing store came would thought protester would gone home michael brown turd crowd full racist hate white community,True,True,False,False,True,True,False,False,False,False
right finally sane opinion event black bastard soooooooooo ignorant running around yelling looting carrying like la riot old shit,True,False,False,False,True,True,False,False,False,False
real criminal wall street guy steal money inmate every penitentiary every dreamed stealing,True,True,True,False,False,False,False,False,False,False
see bunch ignorant fuck trying hardest turn racial thing never racial thing start self defense plane simple attack cop as going get shot,True,True,True,False,False,False,False,False,False,False
surethey totally looked factual evidence trial like special treatment hey knew going happen not,True,True,True,False,False,False,False,False,False,False
peggy hero,False,False,False,False,False,False,False,False,False,False
god bless police,False,False,False,False,False,False,False,False,False,False
shit serving medium concocts story white cop kill innocent black teenager bullshit get black community arm burn shit downmore story useless talking head get front camera least week see black white crime reported newsno national attention no federal involvementwtf black men need stand father stop looking excuse fuck yall yall,True,True,False,True,True,True,False,False,False,False
teen face life prison pot brownie year old man get arrested feeding poor police officer set free no charge whatsoever killing teenager not people see wrong,False,False,False,False,False,False,False,False,False,False
molyneux tête de noeud,False,False,False,False,False,False,False,False,False,False
accelerate go fast enough no one able film plate time,True,True,False,False,False,False,True,False,False,False
u police logic shit brick shoot quick call army nuke,True,True,True,False,False,False,False,False,False,False
yep muslim bitch,True,False,False,False,True,False,False,True,False,False
fucking brain dead let nazi police scum bag take,True,True,True,False,False,False,False,False,False,False
trés tote hilars vid grip revolutionary regular poster afropunk seventeen massive corporate sponsor revolution start sponsored following multinational corporation ha ha ha virtue signaling satire practically writes,False,False,False,False,False,False,False,False,False,False
blood street worried word getting tired way mainstream medium treating u like idiot follow condescending irrelevant distracting disparaging narrative step cnn,False,False,False,False,False,False,False,False,False,False
focus happened officer confronted brown lead death nothing else matter focus,False,False,False,False,False,False,False,False,False,False
find satisfying reason,True,True,True,False,False,False,False,False,False,False
section lady gentleman see black people misbehaving wonder would happen everyone rioted court decision not go way,True,False,False,False,True,True,False,False,False,False
real black leadership real revolutionary radicalism,False,False,False,False,False,False,False,False,False,False
white moveout ferguson let u see nice becomes east st louis detroit baltimore thing happened look city,True,False,False,False,True,True,False,False,False,False
buy ak shoot usa copa,True,True,False,False,False,False,True,False,False,False
inanimate object police car resilient getting completely flipped set fire,False,False,False,False,False,False,False,False,False,False
black cop kill white kidblack kid kill white cop anyone riot protest engage national news no race not mentioned either circumstance think ask question answer honestly real racist country,True,False,False,False,True,True,False,False,False,False
lot people entire medium missing huge crucial point micheal brown even stopped first place day happened officer said mike brown walking street day later robbed convenience store despite fact owner say store never robbed officer apparently fear life pd claim seriously injured altercation mike brown even though video showing officer perfectly fine standing mike body hour shooting also mike body foot away officer mike apparently charged man police full shit cannot see shit made either bigot fucking idiot,True,True,False,True,False,False,False,False,False,False
shoot someone run lol,False,False,False,False,False,False,False,False,False,False
truly tragedynot death kid way city reacted not way get justice make matter worse malcolm x way handling thing not dr king way,False,False,False,False,False,False,False,False,False,False
not really race issue police brutality issue not first time cop like darren wilson not sent jail group police officer shot killed homeless white man not want leave spot home shot attacked k shot bean bag long dead even camera not go jail problem police keep ignoring get worse worse not try make excuse bad police officer behavior thankful one job right,False,False,False,False,False,False,False,False,False,False
run motherfucker,True,True,True,False,False,False,False,False,False,False
reason ram moved back los angeles,False,False,False,False,False,False,False,False,False,False
guy hero,False,False,False,False,False,False,False,False,False,False
truth people need realize accept michael brown action brought situation bible say justice not served fast not put justice people said no justice no peace word awakes scripture head deeply say cannot speak everything wish speak right long believe would say come right time,False,False,False,False,False,False,False,False,False,False
interesting informative,False,False,False,False,False,False,False,False,False,False
great interview,False,False,False,False,False,False,False,False,False,False
screw price crap think cool disrespect american flag,True,True,False,False,False,False,False,False,False,False
stefan like standup darren wilson though side event lose integrity give clean chit considering incompetent ferguson police turning,False,False,False,False,False,False,False,False,False,False
dude commits felony including assaulting police officer shot killed serious race riot distract fact cop job case closed justice served street day,False,False,False,False,False,False,False,False,False,False
shoot looter sight,True,True,True,False,False,False,False,False,False,False
arab rapping go ahead brolol getto,True,False,False,False,True,True,False,False,False,False
techno party,False,False,False,False,False,False,False,False,False,False
no leave alone not take,False,False,False,False,False,False,False,False,False,False
always easier second guess someone cop get lot training end day still human navy seal think human make mistake unless make robot cop continue mistake made also medium play big part issue white co killed black man black cop killed black man would not even make news probably need get long stop making everything race issue good citizen not issue cop young man not saint not gentle giant said robbed store probably thing happen cop explained god people involved know exactly happened,False,False,False,False,False,False,False,False,False,False
protester look like kid wonder anyone got license plate number pretty wild bunch kid could much damage infrastructure pathetically weak,False,False,False,False,False,False,False,False,False,False
published aug truth still uncovered know likelyyou cant assume know entire story investigated fed going investigate pd going back year not case think going know time go assuming know answer looked microscope misleading people,False,False,False,False,False,False,False,False,False,False
dirtbags including cnn,True,True,False,False,False,False,False,False,False,False
black life matter white life matter life matter,False,False,False,False,False,False,False,False,False,False
look like medium come bogus clam cause division side thing question not much not people see truth government planing medium fueling,False,False,False,False,False,False,False,False,False,False
much logic intelligence must mixed race intelligent white dna,True,False,False,False,True,True,False,False,False,False
put civilian perspective two people get fight one get shot go jail since cop protecting self micheal brown shot foot away daren wilson patrol car no way could not get self situation continued conflict two no reason shoot option like pepper spray tazer,False,False,False,False,False,False,False,False,False,False
finished video gaze upon racist bigot comment section make glad human,True,True,False,False,False,False,False,False,False,False
ana fuxking hot,True,True,False,True,False,False,False,False,False,False
forgot add timeline suspect also assaulted owner store threatens,False,False,False,False,False,False,False,False,False,False
people facebook tie isi terrorist group muslim extremist,True,False,False,False,True,False,False,True,False,False
show title not belong host name,False,False,False,False,False,False,False,False,False,False
history mankind people color creed culture found way rise ash oppression self betterment self preservation except black please enlighten unknown phenomenon,True,False,False,False,True,True,False,False,False,False
cannot wait jesus come back could take care b getting sick tired racist white people racist black people damn get along black man love white people black people away hate heart try loving hate gonna take u hell need come together god child not kkk black power u,False,False,False,False,False,False,False,False,False,False
run mdrfckrs,True,True,True,True,False,False,False,False,False,False
would kept going get hit get hit would slowly push way ppl need grow fuck,True,True,True,False,False,False,False,False,False,False
wow common sense refreshing great job stefan molyneux,False,False,False,False,False,False,False,False,False,False
lmfao dude taking like hear talking not know saying smh,False,False,False,False,False,False,False,False,False,False
well ya go young white man killed nonwhite say black cop no medium outcry almost no medium anything search,False,False,False,False,False,False,False,False,False,False
need come togather,False,False,False,False,False,False,False,False,False,False
wtf,False,False,False,False,False,False,False,False,False,False
idiot,True,True,False,False,False,False,False,False,False,False
stephan ive watching quite first post truth henry kissinger would interested hearing opinion man ty,False,False,False,False,False,False,False,False,False,False
bill cosby caused,False,False,False,False,False,False,False,False,False,False
love rogan no tear gas not geneva convention lol thats mustard gas burn rib inside vomit sorry say,False,False,False,False,False,False,False,False,False,False
know sayin wow,False,False,False,False,False,False,False,False,False,False
stefan molyneux please explain inquiry handling subsequent unrest circular language game pretty simple straightforward question seem avoiding unnecessarily hostile manner justification heavyhanded militaristic response looting would official handling situation decide initially block access area medium family member life area attest unprofessionalism hostility law enforcement handling early incorrect info please direct toward fact regarding still not understand went straight attacking respect logicwhen willing share thank advance hopefully wont continue insult whatever reason chose,False,False,False,False,False,False,False,False,False,False
one feral hoodlum put rest u no longer need fear thuggish behavior upset blame parent failed raise right provide proper supervision defective start either way sound like case quality control thank officer wilson job,True,False,False,False,True,True,False,False,False,False
let not news,False,False,False,False,False,False,False,False,False,False
loved trayvon martin video love one wish could deliver cable news maybe people would get truth,False,False,False,False,False,False,False,False,False,False
city full really really really dumb people cannot try reason,True,True,False,False,False,False,False,False,False,False
ever get situation run asshole overi,True,True,True,False,False,False,True,False,False,False
racist piece shit reach anything justify murder extremely shameful slant fact order justify racist biased view,True,True,False,True,False,False,False,False,False,False
coming towards officer thing charging officer person foot away no eyewitness saying,False,False,False,False,False,False,False,False,False,False
get shot time inside right arm palm hand not hand surrender position not consistent charging officer consistent eye witness account said surrendering,False,False,False,False,False,False,False,False,False,False
bear mace gas pedal,True,True,False,False,False,False,True,False,False,False
cnn mother fuckersfuck peace shit,True,True,False,True,False,False,False,False,False,False
burn public storage make sense,False,False,False,False,False,False,False,False,False,False
believe correct word caucasian not white let u correct every regard great report though love video,False,False,False,False,False,False,False,False,False,False
joe rogan idiot,True,True,False,False,False,False,False,False,False,False
watched kept muttering shoot shoot pull trigger rubber bullet hurt like mfer,True,True,True,False,False,False,False,False,False,False
wait rioting people standing boredly sidewalk guy gun middle traffic,False,False,False,False,False,False,False,False,False,False
criminal got shot great,True,True,True,False,False,False,False,False,False,False
really black people violent,False,False,False,False,False,False,False,False,False,False
huge wisdom anyone ear listen,False,False,False,False,False,False,False,False,False,False
black able white people rush hour traffic coming home job bring lazy ass watching tv getting high fuck people providing welfare yea white people sit jury rule police brutality shooting piss sure getting see side story,True,False,False,False,True,True,False,False,False,False
people talking stupid subject not care blue purple cousin killed drunk african driver left die go local news see rioting outside no sorry michael family truly everyone loos someone people get violent people post think people,False,False,False,False,False,False,False,False,False,False
bitch deported,True,True,False,True,False,False,False,False,False,False
thank stefan well put,False,False,False,False,False,False,False,False,False,False
hell even interviewing guy idiot,True,True,False,False,False,False,False,False,False,False
going pay store owner cigar big gigantic mike stole,False,False,False,False,False,False,False,False,False,False
dumb people,True,True,False,False,False,False,False,False,False,False
didnt attack police officer steal store expect,False,False,False,False,False,False,False,False,False,False
taser gun need,False,False,False,False,False,False,False,False,False,False
fuck thes cop pussy,True,True,False,True,False,False,False,False,False,False
happen would drive though n cop shit mess letting finish say like need get home work u see long line car holding people bullshit,True,True,True,False,False,False,True,False,False,False
dislike white people offended thought racism not issue anymorethink,True,False,False,False,True,True,False,False,False,False
darudesandstorm,False,False,False,False,False,False,False,False,False,False
would love see pussy go staten island spit cop would love see happen mike brown strong arm thug people burning ferguson eric garnier nothing wrong choked death no protest mafia controlled staten island no burning car nothing,True,True,False,True,True,True,False,False,False,False
wake black people,False,False,False,False,False,False,False,False,False,False
people country going learn not police enemy mediathey one lighting called fire stirring pot,False,False,False,False,False,False,False,False,False,False
interviewer right guy show respect paramilitary police killing getting away ha,True,True,True,False,False,False,False,False,False,False
man guy nothing bunch waffling nonsense coming mouth answer question,True,True,False,False,False,False,False,False,False,False
like turtle,False,False,False,False,False,False,False,False,False,False
spoke others want say,False,False,False,False,False,False,False,False,False,False
god look raw footage shocking ferguson riot watch see guy god hd,False,False,False,False,False,False,False,False,False,False
fucking idiot get outta waysome people gotta get work,True,True,False,False,False,False,False,False,False,False
awnser question aim leg,False,False,False,False,False,False,False,False,False,False
really sad story someone killed no reason racial war increase devil must seen officer victim guy caused action let u pray soul,False,False,False,False,False,False,False,False,False,False
deadly force fine line im not either side brutal there no winning,False,False,False,False,False,False,False,False,False,False
welcome new world order,True,True,True,False,False,False,False,False,False,False
saw article many case went pretty much one particular one making big scene,False,False,False,False,False,False,False,False,False,False
give key county snowplow get road open asap,True,True,True,False,False,False,False,False,False,False
yea beat white people rob black owned store cause massive riot wasting money bet yall not work stop wasting people money yourselfi hope every single person got shotthat not happen though sadly,True,True,True,False,True,True,False,False,False,False
somebody pick gun kill cop already la style,True,True,True,False,False,False,False,False,False,False
charge armed cop dangerous weapon,False,False,False,False,False,False,False,False,False,False
cop protester steal destroy thing not solving shit,True,True,False,True,False,False,False,False,False,False
peggy blessed much courage heart thank honesty passion matter whatawoman,False,False,False,False,False,False,False,False,False,False
community marching peace hand hand girl killed sitting home homework deserves least society let maybe al sharpton lead,False,False,False,False,False,False,False,False,False,False
wow need get shit straight never weapon pointed one vid ready position due riot understandable course action one know anything,False,False,False,False,False,False,False,False,False,False
michael brown much research see opinion man dangerous enough rob store without weapon dangerous criminal anything gentle giant proof show brown attacked wilson peace officer beginning not race issue government medium created race issue attack constitutional right anything,False,False,False,False,False,False,False,False,False,False
legend still yelling move,False,False,False,False,False,False,False,False,False,False
much hatred people,False,False,False,False,False,False,False,False,False,False
wow ahole make cnn interviewer seem reasonable balanced,True,True,False,True,False,False,False,False,False,False
ah memory btw brought firework,False,False,False,False,False,False,False,False,False,False
law protester blocking street leagaly allowed run,True,True,True,False,False,False,False,False,False,False
wrong mother fucker no shoot apprehend,True,True,False,True,False,False,False,False,False,False
legalize marijuana problem stop,False,False,False,False,False,False,False,False,False,False
fact prove thug,True,True,False,False,False,False,False,False,False,False
ireland v england riot hq,False,False,False,False,False,False,False,False,False,False
one part hard believe guy ran officer shot drug know would illicit type behavior pcp,False,False,False,False,False,False,False,False,False,False
virginia,False,False,False,False,False,False,False,False,False,False
easy point negative black man point good point white man shit corny wanna taken seriously tell fact good bad party know couple lyric picture showing middle finger doest justify shot time medium say controlled look around internet store owner micheal brown alledgedly stole cigar said wasnt micheal brown video bogus think everything happened cop v black men recent year make sen black man start beating policeman run away policeman start firing micheal stop rush back police gun drawn already fired shot pure bullshit,True,True,False,True,False,False,False,False,False,False
kill protester,True,True,False,False,False,False,True,False,False,False
cnn bullcrap,True,True,False,False,False,False,False,False,False,False
wowpeople like cannot say thing rightly say pc police get offended tag racist therefore no truth might speak given credencesociety know speaking truth magnifies like no one else could not elevating people like school board city council mayor state national office,False,False,False,False,False,False,False,False,False,False
exactly right stefan crime bad decision creates poverty poor unattractive area criminal not steal necessity get respect homies pathetic,True,True,True,False,False,False,False,False,False,False
video racist,False,False,False,False,False,False,False,False,False,False
character not matter unarmed killed hand damn could arrested not kill fuck let oj get away murder kill boy stealing cigar,False,False,False,False,False,False,False,False,False,False
would eating coal could roll,True,True,True,False,False,False,False,False,False,False
alllivesmatter,False,False,False,False,False,False,False,False,False,False
shibby dibby ignoramus as bitch,True,True,False,False,False,False,False,False,False,False
delusional moron anger justified mike indeed unjustly killed hand mike malicious person shooting justified rioting not justified no one know happened day riot taking place basis assumption,True,True,False,True,False,False,False,False,False,False
wouldnt waist time trying reason police spitting thug trying defend criminal brown losing matter grand jury made decision live,True,True,True,False,False,False,False,False,False,False
don’t care protesting one run punk ass’s hope get run tf,True,True,True,False,False,False,False,False,False,False
everyone know white people die cop black even though black get arrested double rate white less arrest end shooting less people killed police black courtesy fbi statistic maybe worry black commit much crime yet numbered general population oh ten year ago crime rate employment rate black better,False,False,False,False,False,False,False,False,False,False
good balanced unbiased videothis story sad smh,False,False,False,False,False,False,False,False,False,False
michael smerconish hack,False,False,False,False,False,False,False,False,False,False
remember sent national defence,False,False,False,False,False,False,False,False,False,False
time test police gun fire fire,True,True,True,False,False,False,False,False,False,False
stop advertising swisher sweet lol ur racist point blank,True,True,False,False,False,False,False,False,False,False
black tired killed nothing not weapon shut as white devil white people evil,True,False,False,False,True,True,False,False,False,False
masri unemployed,True,True,True,False,False,False,False,False,False,False
time sequence event wrong no call made report robbery officer darren wilson not dispatched crime scene even police chief said publicly,False,False,False,False,False,False,False,False,False,False
look mike brown world instrumental,False,False,False,False,False,False,False,False,False,False
clearly racist shrill canadian vegatable plant life box ivory snow truly know nothing negro race,True,True,False,False,False,False,False,False,False,False
thank,False,False,False,False,False,False,False,False,False,False
m hubbard absolute respect wish would run office level got bigger ball male politician call like bravo,False,False,False,False,False,False,False,False,False,False
honestly believe mike brown actually trying take cop gun cop sitting car would stupid think kid would charge someone pointing gun beast high high could mike go store everything else easilyepic fail sir not make officer take toxicology test officer obviously scared going use weapon per intimidated mike size officer not know mike stolen anything told dispatcher knew nothing shooting area get fact straight please,True,True,False,False,False,False,False,False,False,False
police cleaned mess quick nice,True,True,True,False,False,False,False,False,False,False
yall need stop acting like mike brown innocent guy never nothing wrong,False,False,False,False,False,False,False,False,False,False
case overshadowed cop murdered kid fake sword saratoga spring utah much outraged mike brown case murder happened utah deal cop provided non lethal weapon shooting utah unwarranted ran not know ran lunged police fake sword taken opportunity immediate action right ran shot time back know large group cop corrupt murderer nothing new though ran police many time teen cop pursue find hiding not put bullet back ending life said paper saratoga spring black population would say,False,False,False,False,False,False,False,False,False,False
well seeing looting protesting would say would not high exhibit poor decision making also not impressed anyone going college college not used pretty much extended childhood people go,False,False,False,False,False,False,False,False,False,False
people not get not want get shot not act like thug threaten police officer effin ridiculous excuse act like asshole oh good job destroying city,True,True,False,True,False,False,False,False,False,False
informative really appreciate video,False,False,False,False,False,False,False,False,False,False
brown isused excuse loot take people shit destroy neighborhood haaaa typical ghetto bullshit ya not even hood ya ghetto bitch collecting free rent govt fighting govt occupy wall street fagets nothing else go clean highway,True,False,False,False,True,True,False,False,False,False
thought waste skin catching desert fps would not make popular guy no free people allowed party not live bookend country rest libshits would justice know majority real american despise every way know every day continue exist ying must yang motherjumper,True,True,False,True,True,False,False,False,False,False
dear mr stefan molyneux not add video regarding michael brown ferguson pd horrible history lying corruption smart think not make statement massive authoritarian corruption negative impact community serf people eventually get fed no choice disregard law andor fight back cop merit charge mr brown indeed happened,False,False,False,False,False,False,False,False,False,False
law not prosecuted run people blocking street sure know go winning people cause lol,True,True,True,False,False,False,False,False,False,False
one mustang needed situation lol💀💀,True,True,True,False,False,False,False,False,False,False
not get cop armed civil war machine gun unarmed civilian throwing brick fuck united state people america must free oppression,True,True,True,False,False,False,False,False,False,False
get time work jk,False,False,False,False,False,False,False,False,False,False
best opinion yet definitely would used deadly force someone charging assaulting prior carry gun everywhere go cause world getting crazy thanks sharing everyone know,False,False,False,False,False,False,False,False,False,False
fuck peaceful gun gas human road block problem solved,True,True,True,True,False,False,False,False,False,False
stupid arab police shoot apprehend lmao not work attacked,True,False,False,False,True,True,False,False,False,False
love saem thing go peggy stupid ya killing ya self quicker stlpd could ever wakeup,False,False,False,False,False,False,False,False,False,False
respectable woman,False,False,False,False,False,False,False,False,False,False
guy got hard,False,False,False,False,False,False,False,False,False,False
